Protein.IDs	Majority.protein.IDs	Fasta.headers	50000amol-25000amol_PValue	25000amol-12500amol_PValue	12500amol-5000amol_PValue	5000amol-2500amol_PValue	2500amol-500amol_PValue	500amol-250amol_PValue	250amol-125amol_PValue	125amol-50amol_PValue	50000amol-5000amol_PValue	50000amol-25000amol_AdjPVal	25000amol-12500amol_AdjPVal	12500amol-5000amol_AdjPVal	5000amol-2500amol_AdjPVal	2500amol-500amol_AdjPVal	500amol-250amol_AdjPVal	250amol-125amol_AdjPVal	125amol-50amol_AdjPVal	50000amol-5000amol_AdjPVal	50000amol-25000amol_log2FoldChange	25000amol-12500amol_log2FoldChange	12500amol-5000amol_log2FoldChange	5000amol-2500amol_log2FoldChange	2500amol-500amol_log2FoldChange	500amol-250amol_log2FoldChange	250amol-125amol_log2FoldChange	125amol-50amol_log2FoldChange	50000amol-5000amol_log2FoldChange	featureAvg	Sample1_Tr_1	Sample1_Tr_2	Sample1_Tr_3	Sample2_Tr_1	Sample2_Tr_2	Sample2_Tr_3	Sample3_Tr_1	Sample3_Tr_2	Sample3_Tr_3	Sample4_Tr_1	Sample4_Tr_2	Sample4_Tr_3	Sample5_Tr_1	Sample5_Tr_2	Sample5_Tr_3	Sample6_Tr_1	Sample6_Tr_2	Sample6_Tr_3	Sample7_Tr_1	Sample7_Tr_2	Sample7_Tr_3	Sample8_Tr_1	Sample8_Tr_2	Sample8_Tr_3	Sample9_Tr_1	Sample9_Tr_2	Sample9_Tr_3
sp|P17505|MDHM_YEAST	sp|P17505|MDHM_YEAST	sp|P17505|MDHM_YEAST Malate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDH1 PE=1 SV=2	0.79040948678719	0.517549947759458	0.965672249310452	0.654659315640256	0.107627833581985	0.399357395636673	0.389940218032942	0.045083607148462	0.669640558516708	0.925781580664979	0.891237912218621	0.993362783940045	0.997935466225821	0.482239385368832	0.916636632358522	0.776922009007234	0.163811640633679	0.854284094872418	-0.0266788132560336	0.0652501410255972	0.00431619908426839	-0.0449745336284977	-0.16687551262077	0.0852972001056358	-0.0870458301177699	-0.211788169836968	0.042887526853832	28.8143258869348	28.6705727834181	28.6841164751713	28.7215259946582	29.0442687020735	28.9396049491347	28.7201890335708	28.6443018999492	28.855222889922	28.7724408864532	28.7299107569638	28.7089554062739	28.7593240936426	28.8644919431598	28.7849093177969	28.793523933469	28.8190938400658	28.8879447265738	28.4848906699167	28.7481042798052	28.6557754333929	28.6593869427967	28.8453256560741	28.9804640809176	28.8730270577509	29.1727652299252	29.122158739169	29.0445032251957
sp|P17536|TPM1_YEAST	sp|P17536|TPM1_YEAST	sp|P17536|TPM1_YEAST Tropomyosin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPM1 PE=1 SV=1	0.178585508985912	0.385315905238466	0.864894030350974	0.567313211272448	0.760930814036851	0.479832139712893	0.775631522260982	0.000546099881048128	0.0234577022257426	0.520749341328668	0.818551563082118	0.993362783940045	0.997935466225821	0.938692220858558	0.916636632358522	0.926485845867679	0.0105275921513167	0.113843673738919	0.212183492151205	0.135079089878303	0.0262280682544613	-0.0885141231515654	0.0469395034842002	-0.109578822725933	-0.0439645017763368	-0.625884688084501	0.373490650283969	26.1337817300156	25.9972270402562	25.9506032386885	25.9127362364299	26.2444152299371	26.3803208835159	25.7425000296671	25.8377857501046	26.2276221124001	26.2003959225048	25.9268495588714	26.1542185917757	25.9663565294188	25.9140374322321	26.2917045532743	26.0296006522847	26.2343628343331	26.3194480384114	26.3485433887186	25.8706775823666	25.9419903748107	25.9692143534339	25.9064649330862	26.023501077446	25.9766401590811	27.0650704471392	26.604842305934	26.5749774543004
sp|P17555|CAP_YEAST	sp|P17555|CAP_YEAST	sp|P17555|CAP_YEAST Adenylyl cyclase-associated protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRV2 PE=1 SV=1	0.908005052836196	0.7706552502993	0.660338394336447	0.062673563094984	0.764844125836768	0.241072253265919	0.69456792309793	0.751920040260585	0.791748840343945	0.957683140833313	0.966453736421577	0.993362783940045	0.997935466225821	0.938692220858558	0.908215936237943	0.907778038851155	0.877029425110666	0.922389398529685	0.0384647527092632	-0.0971266419869252	0.146616414868095	-0.648149129353971	-0.0996671347519289	-0.397148495273097	-0.130942395246539	0.105339909378468	0.0879545255904333	24.563828659615	24.3896224122885	23.351107460838	24.6334502616392	25.3222362548838	24.9636694124912	25.476146686663	24.0211514624489	24.5536789741917	23.5079697721643	24.9429747525712	23.957394702125	24.9784088235271	25.1012531015533	25.1348480457212	25.1331240210239	24.2717747492359	24.0141860112503	23.9122337064465	23.4127383239416	24.2897538132593	24.2318387529605	24.7853147663329	24.6882716556703	24.7041932604759	25.5685121424563	24.8305024411044	25.0470180423419
sp|P17649|GABAT_YEAST	sp|P17649|GABAT_YEAST	sp|P17649|GABAT_YEAST 4-aminobutyrate aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UGA1 PE=1 SV=2	0.822464075569922	0.957482706854972	0.796740963376209	0.150323330835746	0.163022634298483	0.625794266010895	0.748086451586211	0.00250182905139257	0.593573112960867	0.928908892427878	0.980078168963644	0.993362783940045	0.997935466225821	0.548328058434659	0.924568444273921	0.919933177529124	0.0280043445430072	0.799195365391688	0.0624375410889648	0.0148263381019298	0.0716881754789007	0.410871687768438	-0.397831213276771	-0.136027724620728	-0.0894311328923045	-0.949689665911936	0.148952054669795	25.5441438054682	25.5218711688304	25.9632725285845	24.9021001575754	25.6736286915543	25.7287631699952	25.4070426160682	25.5334433320061	25.4352671219858	25.4630124153042	24.9774046628565	24.2933369287433	25.6688226736485	25.5168616497814	25.4222670477124	25.602012381447	25.6346692689283	25.4727426427307	25.511623580904	25.4487497597635	25.6136642600601	25.10976530873	25.3242981318117	25.1285689648517	25.6801908084152	26.6844509355973	26.8282037106271	26.1458488291291
sp|P17695|GLRX2_YEAST	sp|P17695|GLRX2_YEAST	sp|P17695|GLRX2_YEAST Glutaredoxin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX2 PE=1 SV=3	0.00211449115285339	0.00048624934733476	0.00302085910224715	0.118798315079026	0.203937543069189	0.785968444454199	0.0606620708954942	0.0472065498236813	0.012544211121142	0.0539903236098633	0.0909610044124227	0.262828152948562	0.997935466225821	0.580879743960465	0.966716395749978	0.452682550553473	0.168457608165326	0.0777293081970762	-0.513467067752433	0.605347951757036	-0.490966581395867	0.237058860502231	0.19101798415327	0.0400244052391656	-0.289207060404003	-0.307634958568762	-0.399085697391264	23.7008733414334	23.5694106296483	23.4346628384815	23.2786672399464	23.7211935005841	23.8836225165359	23.6141418666718	23.7881559446254	24.5023957712879	23.808232847434	23.6376570181154	23.7674926435785	23.6393142090632	23.3435370796843	23.5184533821764	23.4893462407191	23.5447465771758	23.5792284553341	23.4344083275801	23.9073821529282	23.7852648711232	24.0629934282124	23.3819220532404	23.4632619301856	23.6262259348713	24.0654608395217	24.134143011886	23.9422589080904
sp|P17709|HXKG_YEAST	sp|P17709|HXKG_YEAST	sp|P17709|HXKG_YEAST Glucokinase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLK1 PE=1 SV=1	0.353963296039587	0.624551308462022	0.837242429324218	0.48725657377344	0.860309760974258	0.444791342249317	0.0993527990784223	0.214667354403806	0.516758246889749	0.670378502354435	0.91808271936759	0.993362783940045	0.997935466225821	0.959320925347619	0.916636632358522	0.527363712748397	0.41730852648807	0.754700021730691	0.192296316577199	-0.100722025105469	0.0421692876921327	0.143415329673299	-0.0361201559830313	0.157959216717174	-0.350263775915607	-0.259700201942167	0.133743579163863	26.9360916765933	27.2185420998512	26.7811925992487	26.9246767908796	26.9143340319078	26.7267640601412	27.4118336913786	26.9074738428479	26.7093827691994	27.0053888026158	26.9892354461239	26.4904484227996	26.8879737689597	26.8944645746614	26.7122723632918	26.3954035177276	27.0967770731966	27.0640425936895	27.0383146975086	26.6008788555266	27.2951777161765	26.9018470552	26.9313431306112	26.7774349264153	26.7672400488058	27.5804653757994	26.9374176450209	27.3141493684338
sp|P17891|CLC1_YEAST	sp|P17891|CLC1_YEAST	sp|P17891|CLC1_YEAST Clathrin light chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CLC1 PE=1 SV=1	0.701518293612277	0.0919531780159469	0.670801947064323	0.321692057379624	0.0322473386434849	0.014486716192967	0.280390891978554	0.317415354648904	0.0849262037393425	0.866287714887758	0.606768728253314	0.993362783940045	0.997935466225821	0.279745662732232	0.557441683946081	0.707604651029515	0.514826925897461	0.250803342106824	-0.0431587415105668	0.196526483931162	0.047883758330439	-0.112800510369969	-0.25556356083673	0.297303714567533	-0.123161029233501	0.113827616533968	0.201251500751034	23.4261397886559	23.2450901614168	23.3278650859931	23.4089868619591	23.3924421621354	23.4921612563262	23.5363515735341	23.3593088153408	23.616275117831	23.5959376279907	23.3967594572502	23.3187932313393	23.4611396768981	23.3444855526263	23.4506071789242	23.2563791727447	23.6138047490067	23.2916518652375	23.5365887223866	23.2122576926663	23.2091665630251	23.4168665786863	23.6431736011635	23.7088304608888	23.5913789859455	23.5879505265352	23.1699733086493	23.3215483072093
sp|P17967|PDI_YEAST	sp|P17967|PDI_YEAST	sp|P17967|PDI_YEAST Protein disulfide-isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDI1 PE=1 SV=2	0.0299448952020071	0.225478173264318	0.982683961098908	0.471987832655849	0.372159258356573	0.00721375406938326	0.0527345176287987	0.00138582818307424	0.280548284876664	0.233007463836535	0.741620152821976	0.993656244342569	0.997935466225821	0.740474349723908	0.527520508200981	0.449296648719167	0.0194888881099397	0.548044095049396	0.315508709455067	-0.168794783185334	0.00296567046543217	0.0989347563347636	0.123200593385537	-0.403931792446766	-0.277965255918634	-0.50105353131827	0.149679596735165	26.6904841478384	26.6772092832658	26.3860899571303	26.594343741262	27.3322772623621	26.8821536261587	26.8136001776763	26.2831262317746	26.3849709127042	26.4831614876233	26.5850585784962	26.5628620547342	26.2040210680271	26.6581273484291	26.6917895157907	26.8442184342214	26.6409970706925	26.7924072483677	26.6643804414071	26.6169481212833	26.6841833734598	26.3476144755187	26.3841145867905	26.3339667308989	26.2642586034115	27.6413416771771	27.5018037842988	27.388046198676
sp|P18239|ADT2_YEAST;sp|P18238|ADT3_YEAST;sp|P04710|ADT1_YEAST	sp|P18239|ADT2_YEAST	sp|P18239|ADT2_YEAST ADP,ATP carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET9 PE=1 SV=2	0.131254402507276	0.311665943492713	0.104405348931779	0.362325343344713	0.572979181761242	0.314616704203075	0.0547995733760348	0.173457810321572	0.373452857436227	0.44547539781042	0.810305666652861	0.857230069411334	0.997935466225821	0.839595105667373	0.908215936237943	0.449296648719167	0.367011342570643	0.639903509985795	0.270112042471371	0.178146616619927	-0.292011336099968	0.159997651393333	0.0983504018608024	0.177035154846902	-0.350168387705505	-0.242274804405824	0.15624732299133	27.2489317198115	26.8958516703929	27.3225972961344	26.9961496785147	27.3495054498743	27.3175172271801	27.1679655151009	27.0121196466518	27.5442896572924	27.1926291909576	27.0301270872626	27.3024303094095	27.2780823024898	26.8161664903142	26.8883222319962	27.0799943067284	27.7656603286987	27.4570893784192	27.336624915198	27.3370504513014	27.3579171992067	27.3956650028338	27.5095260368971	26.894811473643	26.9112509830394	27.6819070895689	27.6051956565054	27.2747098592985
sp|P18544|ARGD_YEAST	sp|P18544|ARGD_YEAST	sp|P18544|ARGD_YEAST Acetylornithine aminotransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG8 PE=1 SV=1	0.408293423094308	0.618385922340198	0.775995320630973	0.800088982362698	0.579283766986979	0.794760386010436	0.35446452911312	0.409681539858177	0.486247587814361	0.684625415798954	0.91808271936759	0.993362783940045	0.997935466225821	0.841807320804035	0.966716395749978	0.76476212643991	0.6132360212408	0.735197877871822	0.646637152096901	-0.332427072081895	0.154172981128049	-0.167950584793655	0.428083711955001	-0.162680500649138	-0.420538166953634	0.526342827520171	0.468383061143054	21.813827866064	NA	22.7221112588206	21.083232589592	22.7276678970276	21.8108822456351	21.6762033078963	21.5702448521244	NA	NA	NA	NA	21.9164495278719	21.5031483065565	21.7462830425961	21.7037076005455	NA	NA	22.2168820042213	21.617239658642	21.8797582275145	NA	NA	NA	21.4883658159169	21.5452416559995	NA	NA
sp|P18562|UPP_YEAST	sp|P18562|UPP_YEAST	sp|P18562|UPP_YEAST Uracil phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUR1 PE=1 SV=2	0.00217828394967748	0.520921582405596	0.225059601503563	0.240359652708721	0.0438285582689618	0.0559733179670661	0.419557605380353	0.00501629758596653	0.000541419542629303	0.0539903236098633	0.891237912218621	0.96518343344805	0.997935466225821	0.323585313177228	0.840167066274808	0.778945661887208	0.0409565944077738	0.0129567297443013	1.05913030848964	-0.196731104179708	0.376941434326508	-0.364352012486606	-0.647995044434765	0.611072641104933	-0.2481450777546	-0.949613300144762	1.23934063863643	24.4893719119465	24.31831055167	24.2842564830518	24.0554002788902	24.5466316832549	24.4875687298756	24.4412010782151	24.2516921673648	23.5971887333906	24.2188931003175	23.9469055607369	24.4446802734316	24.2286132139238	23.5823331284411	24.2416177946756	24.9070153349651	25.0443520924404	25.3013839936081	24.8994288404933	23.1514185780037	24.1037360193774	24.2719884132514	24.9187074950248	25.1788505221528	24.466626164219	25.7730134082106	25.4359347199364	25.1152932636329
sp|P18961|YPK2_YEAST;sp|P12688|YPK1_YEAST	sp|P18961|YPK2_YEAST	sp|P18961|YPK2_YEAST Serine/threonine-protein kinase YPK2/YKR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPK2 PE=1 SV=1	0.119406978433616	0.771243960524622	0.778946614622534	0.783855440566836	0.867150278910432	0.760255362980591	0.434208143470553	0.314180466383255	0.11724249440802	0.42715692285015	0.966453736421577	0.993362783940045	0.997935466225821	0.960417647867002	0.962290661420955	0.788801291201881	0.51424821620278	0.308205648178659	-0.580186878676869	-0.105081556260437	0.101439613723407	0.0991244280899615	0.0604138028376013	0.110297175575369	0.284558154024701	-0.368147815007372	-0.583828821213899	22.3107914259763	22.7943769946486	22.1614948243611	22.8658774739546	22.0714964057691	22.1991343295956	21.5836190348465	22.6388282969825	22.5362804212761	22.3313959059244	22.4876545910734	22.4505064988557	22.2818960775951	22.318324344759	22.1685509320645	22.2210489554618	22.4041863074589	22.5768321427672	20.7849255379263	22.7907629078408	22.625334281542	22.1013332624113	21.7166587243189	22.8556304387844	22.4665265959081	22.5030754977159	22.5164589334899	21.9391587840275
sp|P19073|CDC42_YEAST	sp|P19073|CDC42_YEAST	sp|P19073|CDC42_YEAST Cell division control protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC42 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3783012069807	21.2685374315637	NA	NA	NA	NA	21.3706597396773	21.4694112906456	NA	21.3831621507393	NA	NA	21.7651468632302	21.5398574019054	21.4404028435754	21.5080907072447	21.3784599746162	21.5946854366903	NA	21.3532631505045	NA	21.2865848335437	21.5430714799238	21.6098208000468
sp|P19097|FAS2_YEAST	sp|P19097|FAS2_YEAST	sp|P19097|FAS2_YEAST Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2	0.61305656962472	0.186191494181222	0.608656718985003	0.893922517689315	0.147469573659234	0.0579487955248005	0.373738721178541	0.0033149045715953	0.1881739145339	0.811922876597305	0.704954274880228	0.993362783940045	0.997935466225821	0.53747328972178	0.840167066274808	0.776922009007234	0.0320052032029792	0.417804498426965	0.0513026540985031	0.136720746321267	-0.0519436601227667	0.0134856940611989	-0.150501572510002	0.200919826388702	-0.0908607079026353	-0.333087147921734	0.136079740297003	29.0818374560885	29.0134514062228	28.916642002544	28.9544079555746	29.0729604854949	29.1370197336195	28.9112224054835	28.9577600016305	29.2334076779971	29.1034959236776	28.921048223274	29.0801468356751	28.998680203577	28.8362031909923	28.9632835546119	29.0491337552858	29.210320009392	29.2140315417807	29.024220014428	29.052454412112	29.0078497359037	28.980028196694	29.0909353790679	29.1853687908006	29.1750758101876	29.5854168073463	29.2438389296915	29.2912083313253
sp|P19146|ARF2_YEAST	sp|P19146|ARF2_YEAST	sp|P19146|ARF2_YEAST ADP-ribosylation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARF2 PE=1 SV=3	0.547332235975175	0.909739933513184	0.818093968341354	0.965636951040191	0.449278936818592	0.739746554539463	0.228144349835867	0.00203248200742866	0.348746838124673	0.769224934279701	0.979712719679724	0.993362783940045	0.997935466225821	0.779272107383878	0.957806173228335	0.656215243052643	0.0251213227305579	0.615853195059854	0.181030470887666	0.0339433133973337	0.068901274210333	-0.0128970525378342	-0.228268092107101	-0.0995928357702702	0.367986476125665	-1.18114601520122	0.283875058495333	23.1945214274164	22.8689317954904	23.0200663850986	23.2807922882624	23.1602179736703	23.1552536843979	22.5659295010208	22.9362856755309	23.2647060256318	23.0706287078807	22.9770464886698	22.9667349666276	23.0579963485365	23.1200960960986	23.5339779385122	23.3312865528552	23.3157565586817	22.9957098837296	23.5032453792951	22.8122540945853	23.0973036768611	23.053528874774	23.3738486045768	23.1521461759151	23.1605872996633	25.0643921460325	23.2188339904293	NA
sp|P19262|ODO2_YEAST	sp|P19262|ODO2_YEAST	sp|P19262|ODO2_YEAST Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KGD2 PE=1 SV=2	0.0306842899908373	0.133753972092168	0.814366507910665	0.848778378238714	0.304403679357805	0.294727166948699	0.294940975913891	0.799831673727928	0.605218612008101	0.233007463836535	0.661651394293756	0.993362783940045	0.997935466225821	0.697438152911288	0.908215936237943	0.723282817258799	0.899648592491381	0.802602112309685	0.665497920854136	-0.447191045694368	-0.0680605921914363	0.0552583674178031	0.30157278313963	-0.3078441249002	-0.307703966893232	0.0735096022081976	0.150246282968332	24.6364976354065	24.4848676277803	24.7433992012334	24.6271170374573	25.1524788909729	24.8983220194506	24.7849155563298	23.2508541136148	24.6220974107256	24.6408592050475	24.7137149928788	24.6028053200101	24.577270227903	24.6609038043373	24.5434491364269	24.7082516253094	24.9141515162468	24.6455942309946	24.9505587447089	24.715129990762	24.610260249317	24.7341754029663	24.5785376197067	24.783417534209	23.6271170374573	24.8475196330891	24.6384306107867	25.1292374162529
sp|P19358|METK2_YEAST	sp|P19358|METK2_YEAST	sp|P19358|METK2_YEAST S-adenosylmethionine synthase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM2 PE=1 SV=3	0.0103581165724359	0.386480238989292	0.878427482923145	0.798808746035478	0.0239292501083357	0.859214842360504	0.618877412592824	0.624375345061664	0.00196903450376728	0.140951625515108	0.818551563082118	0.993362783940045	0.997935466225821	0.245160642229296	0.981898780067652	0.888583947870404	0.789283223083415	0.0279713359593138	1.50900477169833	0.471933893206032	-0.0825798054991687	-0.137679997947334	-1.303141003986	-0.0957683175509025	-0.269327896078668	-0.2650876811703	1.8983588594052	26.1246261434995	24.4492222117236	24.3102189065861	26.3009827045999	26.9475968110112	27.0300218156334	26.7482962594512	26.1514921285061	25.2676376796368	25.0570956943848	24.8514329994764	24.4338355138363	26.4359347199364	26.7621788436821	26.6247767182342	26.5309756359435	26.8356913460965	26.9619046476951	27.2056438238311	24.3165163262851	24.5193535850223	26.4722933280997	26.4993877818014	26.5978991056738	26.5333393577319	27.2896482926731	27.1057951990796	27.125734437854
sp|P19414|ACON_YEAST	sp|P19414|ACON_YEAST	sp|P19414|ACON_YEAST Aconitate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2	0.463436907456547	0.0099512298531532	0.180576914026396	0.324370855798103	0.880343932836334	0.888094005305319	0.0671213619257009	0.0466653982901249	0.0390595966021771	0.713137946285685	0.460410234539221	0.952494762562693	0.997935466225821	0.961746353327095	0.982050098901041	0.475328828330984	0.168457608165326	0.158241835186608	0.0856055272547955	0.326266719672702	-0.158900663775771	-0.115711876093929	-0.0174595403920037	0.0163203366864337	-0.221764998028831	-0.242898165568231	0.252971583151727	28.9372175693229	28.6415139495567	28.4626770617133	28.7149924824124	29.0584278848458	29.1040460838635	29.1492597497854	28.6514707135383	29.0974051566207	29.0491077825415	28.9212185164073	28.821711223091	28.9000913737932	28.7317566503756	28.9428237836827	28.9718582903499	29.0377388862693	29.009639299256	29.0074220489396	28.5466831945429	28.8693248994465	28.8798773910203	28.9380068608922	28.8956783563423	28.861714517233	29.4722972020997	29.3222964347004	29.2458345783993
sp|P19454|CSK22_YEAST	sp|P19454|CSK22_YEAST	sp|P19454|CSK22_YEAST Casein kinase II subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CKA2 PE=1 SV=2	0.387212908234211	0.476249552453717	0.880439516229599	0.504043897614592	0.046982151422073	0.629931948058313	0.932322695432028	0.363337116030909	0.818845512043819	0.67388444506699	0.865411178961107	0.993362783940045	0.997935466225821	0.343216979862301	0.924568444273921	0.985353939776284	0.566642603427979	0.928560106794788	-0.340322759787604	0.312310759790293	-0.0717071717137472	0.292656664618022	0.821669690175732	0.210358486956594	-0.0369498238506552	-0.358205756738901	-0.0997191717110582	21.6015148514168	22.7596517251912	NA	21.4035363569857	20.7992278584733	20.8964477117743	20.9010230144599	22.3581822127304	22.0468349159049	22.7766972740009	21.3785658100006	21.8972605185489	22.306107316003	NA	20.6622302605957	20.995002481508	22.1466569223697	21.4977505030223	22.5163386978814	21.7817278970297	NA	22.5248745285747	20.9990007788097	21.3039078094597	20.8140159857559	20.9443517540225	20.6929389549268	22.0340251459749
sp|P19524|MYO2_YEAST	sp|P19524|MYO2_YEAST	sp|P19524|MYO2_YEAST Myosin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MYO2 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4190291927828	NA	22.6222314943443	21.4814841229461	22.6658771594211	22.5399047196718	NA	NA	NA	NA	NA	NA	NA	NA	21.3069138891168	NA	22.2091368084534	22.739871236755	NA	22.5132813488945	NA	NA	22.5619507412798
sp|P19881|PNPP_YEAST	sp|P19881|PNPP_YEAST	sp|P19881|PNPP_YEAST 4-nitrophenylphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO13 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3231163494915	21.3160605137388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P19882|HSP60_YEAST	sp|P19882|HSP60_YEAST	sp|P19882|HSP60_YEAST Heat shock protein 60, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP60 PE=1 SV=1	0.369442450326538	0.12313318415181	0.59566247938568	0.725034316462562	0.09621682697386	0.160098601920138	0.261777212292527	0.709759441813	0.0606212663166939	0.67388444506699	0.661588718983972	0.993362783940045	0.997935466225821	0.469695194677042	0.874869525453351	0.690773328254805	0.854143120394946	0.203242313158384	0.0780802158035314	0.136898026076999	-0.045853046952562	-0.0303318705374309	-0.148464459691976	0.124075037966069	-0.0982023233381604	-0.0321006552574659	0.169125194927968	29.5856861162621	29.4339031495222	29.4303579531212	29.4831999364218	29.6863558808531	29.5912077563398	29.6662273895345	29.4295201742668	29.8212246275163	29.5074103155131	29.5016329736696	29.4997337158277	29.5746491020379	29.5690991208495	29.5724099854351	29.5076749504283	29.7018029756391	29.6063257971093	29.6842669919584	29.584216390403	29.4028576587285	29.4979461307914	29.6601183643893	29.6885417954896	29.6727490107322	29.7031240645469	29.699802527251	29.6371664007019
sp|P20049|TYR1_YEAST	sp|P20049|TYR1_YEAST	sp|P20049|TYR1_YEAST Prephenate dehydrogenase [NADP(+)] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TYR1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.9087385690143	21.9543269669023	21.9888801974851	NA	NA	NA	21.9289332454094	21.8523191904522	21.7529522534819	21.8727124499648	21.8106861606819	NA	22.877569476911	NA	NA	NA	NA	21.6437241010522	21.9693724675893	22.0149861985166	22.3361992535418	NA	NA	21.6022729664798	NA	NA
sp|P20051|PYRC_YEAST	sp|P20051|PYRC_YEAST	sp|P20051|PYRC_YEAST Dihydroorotase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA4 PE=1 SV=2	0.174993615465344	0.588345812380764	0.962417211411363	0.234732853347852	0.808783003176639	0.525260647162114	0.00132493940904913	0.277422765600006	0.428249565353689	0.51459986920741	0.917209141809399	0.993362783940045	0.997935466225821	0.946927365331008	0.916636632358522	0.160688055271676	0.474215269276858	0.692916763784504	-0.602668423277169	0.235717650162499	0.0204452420547057	0.525053629990293	0.105076551679741	0.2770607468252	-1.59930830294314	0.478480913362599	-0.346505531059965	24.2115037356602	24.868630421726	24.0380006471411	24.198055298081	25.7275692297306	24.7671895245437	24.6249440098534	24.3301925660419	24.4182829423549	25.0633638090388	24.4255360681974	23.6966789312038	23.3459747514119	24.2547945058072	22.9598901790771	23.107093170414	24.1725697327774	24.1910670483275	23.6401972664992	24.6694716106296	24.7172237362	23.6566552939544	23.1500242804672	23.5131608481602	24.4897749671465	24.0059027354269	24.8832962256738	24.7950610629392
sp|P20081|FKBP_YEAST	sp|P20081|FKBP_YEAST	sp|P20081|FKBP_YEAST FK506-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FPR1 PE=1 SV=2	0.6716901244232	0.318970731468677	0.685787366719057	0.745847306745037	0.297998943280881	0.238123494969763	0.104117038961531	0.960999151709602	0.310003819194852	0.848891083090392	0.810305666652861	0.993362783940045	0.997935466225821	0.693997539050106	0.908215936237943	0.527363712748397	0.979253215938067	0.584626767720727	0.0490467751130019	0.116544067682138	-0.0468093836879717	-0.0374721223130621	-0.121850178075341	0.138673499878706	-0.194189482848138	-0.00564594619176262	0.118781459107169	27.7209119131112	27.6083014154131	27.6017999131654	27.5473820945139	28.1519468970194	27.7175113887164	27.672968138494	27.5116386601053	27.9006960298949	27.6947809361386	27.6764024068237	27.6432011311474	27.6907244031244	27.636025588653	27.6281884163085	27.6956439707239	27.8323750122328	27.7440667946577	27.6778141445873	27.6609174012634	27.6426504316309	27.594343741262	27.7486801421199	27.8002059534945	27.8269923797071	27.9325262910414	27.6603054126902	27.9665325590735
